39018 0 99
1 10293 0.0000000
2 10294 0.0000000
3 10295 0.0000000
4 10296 0.0000000
5 10297 0.0000000
6 10298 0.0000000
7 10299 0.0000000
8 10300 0.0000000
9 10301 0.0000000
10 10302 0.0000000
11 10303 0.0000000
12 10304 0.0000000
13 10305 0.0000000
14 10306 0.0000000
15 10307 0.0000000
16 10308 0.0000000
17 10309 0.0000000
18 10310 0.0000000
19 10311 0.0000000
20 10312 0.0000000
21 10313 0.0000000
22 10314 0.0000000
23 10315 0.0000000
24 10316 0.0000000
25 10317 0.0000000
26 10318 0.0000000
27 10319 0.0000000
28 10320 0.0000000
29 10321 0.0000000
30 10322 0.0000000
31 10323 0.0000000
32 10324 0.0000000
33 10325 0.0000000
34 10326 0.0000000
35 10327 0.0000000
36 10328 0.0000000
37 10329 0.0000000
38 10330 0.0000000
39 10331 0.0000000
40 10332 0.0000000
41 10333 0.0000000
42 10334 0.0000000
43 10335 0.0000000
44 10336 0.0000000
45 10337 0.0000000
46 10338 0.0000000
47 10339 0.0000000
48 10340 0.0000000
49 10341 0.0000000
50 10342 0.0000000
51 10343 0.0000000
52 10344 0.0000000
53 10345 0.0000000
54 4051 0.0000000
55 2447 0.0000000
56 4053 0.0000000
57 4056 0.0000000
58 4065 0.0000000
59 2462 0.0000000
60 4100 0.0000000
61 10352 0.0000000
62 7517 0.0000000
63 9339 0.0000000
64 10353 0.0000000
65 10354 0.0000000
66 9912 0.0000000
67 4726 0.0000000
68 9340 0.0000000
69 2547 0.0000000
70 2548 0.0000000
71 10357 0.0000000
72 9918 0.0000000
73 10355 0.0000000
74 2645 0.0000000
75 2683 0.0000000
76 2702 0.0000000
77 4363 0.0000000
78 2485 0.0000000
79 4738 0.0000000
80 2650 0.0000000
81 4414 0.0000000
82 10361 0.0000000
83 10362 0.0000000
84 4474 0.0000000
85 4324 0.0000000
86 2675 0.0000000
87 4505 0.0000000
88 2780 0.0000000
89 4530 0.0000000
90 4336 0.0000000
91 4344 0.0000000
92 4513 0.0000000
93 9345 0.0000000
94 10365 0.0000000
95 4544 0.0000000
96 4338 0.0000000
97 4642 0.0000000
98 10364 0.0000000
99 2500 0.0000000
100 2514 0.0000000
101 2426 0.0000000
102 6438 0.0000000
103 2556 0.0000000
104 10348 0.0000000
105 6629 0.0000000
106 6759 0.0000000
107 10347 0.0000000
108 2555 0.0000000
109 8842 0.0000000
110 10349 0.0000000
111 10351 0.0000000
112 6763 0.0000000
113 6918 0.0000000
114 12840 0.0000000
115 4328 0.0000000
116 6933 0.0000000
117 4329 0.0000000
118 7025 0.0000000
119 7029 0.0000000
120 7032 0.0000000
121 10368 0.0000000
122 9232 0.0000000
123 9237 0.0000000
124 4362 0.0000000
125 7470 0.0000000
126 2029 0.0000000
127 8053 0.0000000
128 7518 0.0000000
129 2552 0.0000000
130 10346 0.0000000
131 10350 0.0000000
132 10358 0.0000000
133 10366 0.0000000
134 10370 0.0000000
135 10371 0.0000000
136 10372 0.0000000
137 10373 0.0000000
138 10374 0.0000000
139 10375 0.0000000
140 10376 0.0000000
141 10377 0.0000000
142 10378 0.0000000
143 10379 0.0000000
144 10380 0.0000000
145 10381 0.0000000
146 10382 0.0000000
147 10383 0.0000000
148 10384 0.0000000
149 10385 0.0000000
150 10386 0.0000000
151 10387 0.0000000
152 10388 0.0000000
153 10389 0.0000000
154 10390 0.0000000
155 10391 0.0000000
156 10392 0.0000000
157 10393 0.0000000
158 10394 0.0000000
159 10395 0.0000000
160 10396 0.0000000
161 10397 0.0000000
162 10398 0.0000000
163 10399 0.0000000
164 10400 0.0000000
165 10401 0.0000000
166 10402 0.0000000
167 10403 0.0000000
168 10404 0.0000000
169 10405 0.0000000
170 10406 0.0000000
171 10407 0.0000000
172 10408 0.0000000
173 10409 0.0000000
174 10410 0.0000000
175 10411 0.0000000
176 10412 0.0000000
177 10413 0.0000000
178 10414 0.0000000
179 10415 0.0000000
180 10416 0.0000000
181 10417 0.0000000
182 10418 0.0000000
183 10419 0.0000000
184 10420 0.0000000
185 10421 0.0000000
186 10422 0.0000000
187 10423 0.0000000
188 10424 0.0000000
189 10425 0.0000000
190 10426 0.0000000
191 10427 0.0000000
192 10428 0.0000000
193 10429 0.0000000
194 10430 0.0000000
195 10431 0.0000000
196 10432 0.0000000
197 10433 0.0000000
198 10434 0.0000000
199 10435 0.0000000
200 10436 0.0000000
201 10437 0.0000000
202 10438 0.0000000
203 10439 0.0000000
204 10440 0.0000000
205 10441 0.0000000
206 10442 0.0000000
207 10443 0.0000000
208 10444 0.0000000
209 10445 0.0000000
210 10446 0.0000000
211 10447 0.0000000
212 10448 0.0000000
213 10449 0.0000000
214 10450 0.0000000
215 10451 0.0000000
216 10452 0.0000000
217 10453 0.0000000
218 10454 0.0000000
219 10455 0.0000000
220 10456 0.0000000
221 10457 0.0000000
222 10458 0.0000000
223 10459 0.0000000
224 10460 0.0000000
225 10461 0.0000000
226 10462 0.0000000
227 10463 0.0000000
228 10464 0.0000000
229 10465 0.0000000
230 10466 0.0000000
231 10467 0.0000000
232 10468 0.0000000
233 10469 0.0000000
234 10470 0.0000000
235 10471 0.0000000
236 10472 0.0000000
237 10473 0.0000000
238 10474 0.0000000
239 10475 0.0000000
240 10476 0.0000000
241 10477 0.0000000
242 10478 0.0000000
243 10479 0.0000000
244 10480 0.0000000
245 10481 0.0000000
246 10482 0.0000000
247 10483 0.0000000
248 10484 0.0000000
249 10485 0.0000000
250 10486 0.0000000
251 10487 0.0000000
252 10488 0.0000000
253 10489 0.0000000
254 10490 0.0000000
255 10491 0.0000000
256 10807 0.0000000
257 10813 0.0000000
258 10493 0.0000000
259 10494 0.0000000
260 10495 0.0000000
261 10492 0.0000000
262 10812 0.0000000
263 10496 0.0000000
264 10497 0.0000000
265 10498 0.0000000
266 10499 0.0000000
267 10500 0.0000000
268 11189 0.0000000
269 10501 0.0000000
270 10502 0.0000000
271 10503 0.0000000
272 10504 0.0000000
273 10505 0.0000000
274 10506 0.0000000
275 10507 0.0000000
276 10508 0.0000000
277 10509 0.0000000
278 10510 0.0000000
279 10511 0.0000000
280 10512 0.0000000
281 10513 0.0000000
282 10514 0.0000000
283 10515 0.0000000
284 10516 0.0000000
285 10517 0.0000000
286 10518 0.0000000
287 10519 0.0000000
288 10520 0.0000000
289 10521 0.0000000
290 10522 0.0000000
291 10523 0.0000000
292 10524 0.0000000
293 10525 0.0000000
294 10526 0.0000000
295 10527 0.0000000
296 10528 0.0000000
297 10529 0.0000000
298 10530 0.0000000
299 10531 0.0000000
300 10532 0.0000000
301 10533 0.0000000
302 10534 0.0000000
303 10535 0.0000000
304 10536 0.0000000
305 10537 0.0000000
306 10538 0.0000000
307 10539 0.0000000
308 10540 0.0000000
309 10541 0.0000000
310 10542 0.0000000
311 10543 0.0000000
312 10544 0.0000000
313 10545 0.0000000
314 10546 0.0000000
315 10547 0.0000000
316 10548 0.0000000
317 10549 0.0000000
318 10550 0.0000000
319 10551 0.0000000
320 10552 0.0000000
321 10553 0.0000000
322 10554 0.0000000
323 10555 0.0000000
324 10556 0.0000000
325 10557 0.0000000
326 10558 0.0000000
327 10559 0.0000000
328 10560 0.0000000
329 10561 0.0000000
330 10562 0.0000000
331 10563 0.0000000
332 10564 0.0000000
333 10565 0.0000000
334 10566 0.0000000
335 10567 0.0000000
336 10568 0.0000000
337 10569 0.0000000
338 10570 0.0000000
339 10571 0.0000000
340 10572 0.0000000
341 10573 0.0000000
342 10574 0.0000000
343 10575 0.0000000
344 10576 0.0000000
