76 0 99
1 2 0.0004495
1 3 0.0021279
2 1 0.0004542
2 6 0.1588991
3 1 0.0021131
3 4 0.0437794
3 12 0.0055968
4 3 0.0435090
4 5 0.0246254
4 11 0.1412524
5 4 0.0249854
5 6 0.1597236
5 9 0.4074407
6 2 0.1607892
6 5 0.1615435
6 8 0.8634511
7 8 0.2462170
7 18 0.0047343
8 6 0.8743506
8 7 0.2426351
8 9 0.5037802
8 16 0.3108991
9 5 0.4121139
9 8 0.4957340
9 10 0.1795177
10 9 0.1834374
10 11 0.4655007
10 15 0.5361085
10 16 0.9597308
10 17 0.6165389
11 4 0.1417027
11 10 0.4569981
11 12 0.2974752
11 14 0.5624266
12 3 0.0056085
12 11 0.2973070
12 13 0.0038865
13 12 0.0039941
13 24 0.7343259
14 11 0.5685407
14 15 0.4573467
14 23 0.2285673
15 10 0.5415254
15 14 0.4651521
15 19 0.0790503
15 22 0.2416615
16 8 0.3142360
16 10 0.9674261
16 17 0.3373573
16 18 0.0232282
17 10 0.6218615
17 16 0.3352165
17 19 0.1716929
18 7 0.0047908
18 16 0.0235298
18 20 0.0244805
19 15 0.0792748
19 17 0.1717797
19 20 0.3656140
20 18 0.0245191
20 19 0.3680081
20 21 0.1496752
20 22 0.1932768
21 20 0.1455580
21 22 0.1061280
21 24 0.4932578
22 15 0.2406728
22 20 0.1896694
22 21 0.1066379
22 23 0.4787245
23 14 0.2271004
23 22 0.4704409
23 24 0.1078378
24 13 0.7361240
24 21 0.4825743
24 23 0.1049281
